//CoDeSys Mapping Export V1.2
//Mapped variable;//Parameter name @ counter in device;//Unit;//Description;//IEC address;//Device name;
//Important: change only first, third or fourth column in Excel or add variable name before first ;
;Недостоверность канала по выходу за нижнюю границу АЦП@11;;;%IX104.6;A0_21
;Неисправность канала@11;;;%IX104.7;A0_21
Application.Crate_CU.arstAI[1].Inputs[13];Канал 13;;;%ID27;A0_21
;Значение@12;;;%ID27;A0_21
;Статус@12;;;%IB112;A0_21
;Бракование канала@12;;;%IX112.0;A0_21
;Выход сигнала за верхнюю границу измерения инженерной величины@12;;;%IX112.1;A0_21
;Выход сигнала за нижнюю границу измерения инженерной величины@12;;;%IX112.2;A0_21
;Выход сигнала за верхнюю границу измерения электрической величины@12;;;%IX112.3;A0_21
;Выход сигнала за нижнюю границу измерения электрической величины@12;;;%IX112.4;A0_21
;Недостоверность канала по выходу за верхнюю границу АЦП@12;;;%IX112.5;A0_21
;Недостоверность канала по выходу за нижнюю границу АЦП@12;;;%IX112.6;A0_21
;Неисправность канала@12;;;%IX112.7;A0_21
Application.Crate_CU.arstAI[1].Inputs[14];Канал 14;;;%ID29;A0_21
;Значение@13;;;%ID29;A0_21
;Статус@13;;;%IB120;A0_21
;Бракование канала@13;;;%IX120.0;A0_21
;Выход сигнала за верхнюю границу измерения инженерной величины@13;;;%IX120.1;A0_21
;Выход сигнала за нижнюю границу измерения инженерной величины@13;;;%IX120.2;A0_21
;Выход сигнала за верхнюю границу измерения электрической величины@13;;;%IX120.3;A0_21
;Выход сигнала за нижнюю границу измерения электрической величины@13;;;%IX120.4;A0_21
;Недостоверность канала по выходу за верхнюю границу АЦП@13;;;%IX120.5;A0_21
;Недостоверность канала по выходу за нижнюю границу АЦП@13;;;%IX120.6;A0_21
;Неисправность канала@13;;;%IX120.7;A0_21
Application.Crate_CU.arstAI[1].Inputs[15];Канал 15;;;%ID31;A0_21
;Значение@14;;;%ID31;A0_21
;Статус@14;;;%IB128;A0_21
;Бракование канала@14;;;%IX128.0;A0_21
;Выход сигнала за верхнюю границу измерения инженерной величины@14;;;%IX128.1;A0_21
;Выход сигнала за нижнюю границу измерения инженерной величины@14;;;%IX128.2;A0_21
;Выход сигнала за верхнюю границу измерения электрической величины@14;;;%IX128.3;A0_21
;Выход сигнала за нижнюю границу измерения электрической величины@14;;;%IX128.4;A0_21
;Недостоверность канала по выходу за верхнюю границу АЦП@14;;;%IX128.5;A0_21
;Недостоверность канала по выходу за нижнюю границу АЦП@14;;;%IX128.6;A0_21
;Неисправность канала@14;;;%IX128.7;A0_21
Application.Crate_CU.arstAI[1].Inputs[16];Канал 16;;;%ID33;A0_21
;Значение@15;;;%ID33;A0_21
;Статус@15;;;%IB136;A0_21
;Бракование канала@15;;;%IX136.0;A0_21
;Выход сигнала за верхнюю границу измерения инженерной величины@15;;;%IX136.1;A0_21
;Выход сигнала за нижнюю границу измерения инженерной величины@15;;;%IX136.2;A0_21
;Выход сигнала за верхнюю границу измерения электрической величины@15;;;%IX136.3;A0_21
;Выход сигнала за нижнюю границу измерения электрической величины@15;;;%IX136.4;A0_21
;Недостоверность канала по выходу за верхнюю границу АЦП@15;;;%IX136.5;A0_21
;Недостоверность канала по выходу за нижнюю границу АЦП@15;;;%IX136.6;A0_21
;Неисправность канала@15;;;%IX136.7;A0_21
Application.Crate_CU.arstAI[1].xHwError;HwError;;;%IX140.0;A0_21
Application.Crate_CU.arstAI[2].Inputs[1];Канал 1;;;%ID36;A0_22
;Значение;;;%ID36;A0_22
;Статус;;;%IB148;A0_22
;Бракование канала;;;%IX148.0;A0_22
;Выход сигнала за верхнюю границу измерения инженерной величины;;;%IX148.1;A0_22
;Выход сигнала за нижнюю границу измерения инженерной величины;;;%IX148.2;A0_22
;Выход сигнала за верхнюю границу измерения электрической величины;;;%IX148.3;A0_22
;Выход сигнала за нижнюю границу измерения электрической величины;;;%IX148.4;A0_22
;Недостоверность канала по выходу за верхнюю границу АЦП;;;%IX148.5;A0_22
;Недостоверность канала по выходу за нижнюю границу АЦП;;;%IX148.6;A0_22
;Неисправность канала;;;%IX148.7;A0_22
Application.Crate_CU.arstAI[2].Inputs[2];Канал 2;;;%ID38;A0_22
;Значение@1;;;%ID38;A0_22
;Статус@1;;;%IB156;A0_22
;Бракование канала@1;;;%IX156.0;A0_22
;Выход сигнала за верхнюю границу измерения инженерной величины@1;;;%IX156.1;A0_22
;Выход сигнала за нижнюю границу измерения инженерной величины@1;;;%IX156.2;A0_22
;Выход сигнала за верхнюю границу измерения электрической величины@1;;;%IX156.3;A0_22
;Выход сигнала за нижнюю границу измерения электрической величины@1;;;%IX156.4;A0_22
;Недостоверность канала по выходу за верхнюю границу АЦП@1;;;%IX156.5;A0_22
;Недостоверность канала по выходу за нижнюю границу АЦП@1;;;%IX156.6;A0_22
;Неисправность канала@1;;;%IX156.7;A0_22
Application.Crate_CU.arstAI[2].Inputs[3];Канал 3;;;%ID40;A0_22
;Значение@2;;;%ID40;A0_22
;Статус@2;;;%IB164;A0_22
;Бракование канала@2;;;%IX164.0;A0_22
;Выход сигнала за верхнюю границу измерения инженерной величины@2;;;%IX164.1;A0_22
;Выход сигнала за нижнюю границу измерения инженерной величины@2;;;%IX164.2;A0_22
;Выход сигнала за верхнюю границу измерения электрической величины@2;;;%IX164.3;A0_22
;Выход сигнала за нижнюю границу измерения электрической величины@2;;;%IX164.4;A0_22
;Недостоверность канала по выходу за верхнюю границу АЦП@2;;;%IX164.5;A0_22
;Недостоверность канала по выходу за нижнюю границу АЦП@2;;;%IX164.6;A0_22
;Неисправность канала@2;;;%IX164.7;A0_22
Application.Crate_CU.arstAI[2].Inputs[4];Канал 4;;;%ID42;A0_22
;Значение@3;;;%ID42;A0_22
;Статус@3;;;%IB172;A0_22
;Бракование канала@3;;;%IX172.0;A0_22
;Выход сигнала за верхнюю границу измерения инженерной величины@3;;;%IX172.1;A0_22
;Выход сигнала за нижнюю границу измерения инженерной величины@3;;;%IX172.2;A0_22
;Выход сигнала за верхнюю границу измерения электрической величины@3;;;%IX172.3;A0_22
;Выход сигнала за нижнюю границу измерения электрической величины@3;;;%IX172.4;A0_22
;Недостоверность канала по выходу за верхнюю границу АЦП@3;;;%IX172.5;A0_22
;Недостоверность канала по выходу за нижнюю границу АЦП@3;;;%IX172.6;A0_22
;Неисправность канала@3;;;%IX172.7;A0_22
Application.Crate_CU.arstAI[2].Inputs[5];Канал 5;;;%ID44;A0_22
;Значение@4;;;%ID44;A0_22
;Статус@4;;;%IB180;A0_22
;Бракование канала@4;;;%IX180.0;A0_22
;Выход сигнала за верхнюю границу измерения инженерной величины@4;;;%IX180.1;A0_22
;Выход сигнала за нижнюю границу измерения инженерной величины@4;;;%IX180.2;A0_22
;Выход сигнала за верхнюю границу измерения электрической величины@4;;;%IX180.3;A0_22
;Выход сигнала за нижнюю границу измерения электрической величины@4;;;%IX180.4;A0_22
;Недостоверность канала по выходу за верхнюю границу АЦП@4;;;%IX180.5;A0_22
;Недостоверность канала по выходу за нижнюю границу АЦП@4;;;%IX180.6;A0_22
;Неисправность канала@4;;;%IX180.7;A0_22
Application.Crate_CU.arstAI[2].Inputs[6];Канал 6;;;%ID46;A0_22
;Значение@5;;;%ID46;A0_22
;Статус@5;;;%IB188;A0_22
;Бракование канала@5;;;%IX188.0;A0_22
;Выход сигнала за верхнюю границу измерения инженерной величины@5;;;%IX188.1;A0_22
;Выход сигнала за нижнюю границу измерения инженерной величины@5;;;%IX188.2;A0_22
;Выход сигнала за верхнюю границу измерения электрической величины@5;;;%IX188.3;A0_22
;Выход сигнала за нижнюю границу измерения электрической величины@5;;;%IX188.4;A0_22
;Недостоверность канала по выходу за верхнюю границу АЦП@5;;;%IX188.5;A0_22
;Недостоверность канала по выходу за нижнюю границу АЦП@5;;;%IX188.6;A0_22
;Неисправность канала@5;;;%IX188.7;A0_22
Application.Crate_CU.arstAI[2].Inputs[7];Канал 7;;;%ID48;A0_22
;Значение@6;;;%ID48;A0_22
;Статус@6;;;%IB196;A0_22
;Бракование канала@6;;;%IX196.0;A0_22
;Выход сигнала за верхнюю границу измерения инженерной величины@6;;;%IX196.1;A0_22
;Выход сигнала за нижнюю границу измерения инженерной величины@6;;;%IX196.2;A0_22
;Выход сигнала за верхнюю границу измерения электрической величины@6;;;%IX196.3;A0_22
;Выход сигнала за нижнюю границу измерения электрической величины@6;;;%IX196.4;A0_22
;Недостоверность канала по выходу за верхнюю границу АЦП@6;;;%IX196.5;A0_22
;Недостоверность канала по выходу за нижнюю границу АЦП@6;;;%IX196.6;A0_22
;Неисправность канала@6;;;%IX196.7;A0_22
Application.Crate_CU.arstAI[2].Inputs[8];Канал 8;;;%ID50;A0_22
;Значение@7;;;%ID50;A0_22
;Статус@7;;;%IB204;A0_22
;Бракование канала@7;;;%IX204.0;A0_22
;Выход сигнала за верхнюю границу измерения инженерной величины@7;;;%IX204.1;A0_22
;Выход сигнала за нижнюю границу измерения инженерной величины@7;;;%IX204.2;A0_22
;Выход сигнала за верхнюю границу измерения электрической величины@7;;;%IX204.3;A0_22
;Выход сигнала за нижнюю границу измерения электрической величины@7;;;%IX204.4;A0_22
;Недостоверность канала по выходу за верхнюю границу АЦП@7;;;%IX204.5;A0_22
;Недостоверность канала по выходу за нижнюю границу АЦП@7;;;%IX204.6;A0_22
;Неисправность канала@7;;;%IX204.7;A0_22
Application.Crate_CU.arstAI[2].Inputs[9];Канал 9;;;%ID52;A0_22
;Значение@8;;;%ID52;A0_22
;Статус@8;;;%IB212;A0_22
;Бракование канала@8;;;%IX212.0;A0_22
;Выход сигнала за верхнюю границу измерения инженерной величины@8;;;%IX212.1;A0_22
;Выход сигнала за нижнюю границу измерения инженерной величины@8;;;%IX212.2;A0_22
;Выход сигнала за верхнюю границу измерения электрической величины@8;;;%IX212.3;A0_22
;Выход сигнала за нижнюю границу измерения электрической величины@8;;;%IX212.4;A0_22
;Недостоверность канала по выходу за верхнюю границу АЦП@8;;;%IX212.5;A0_22
;Недостоверность канала по выходу за нижнюю границу АЦП@8;;;%IX212.6;A0_22
;Неисправность канала@8;;;%IX212.7;A0_22
Application.Crate_CU.arstAI[2].Inputs[10];Канал 10;;;%ID54;A0_22
;Значение@9;;;%ID54;A0_22
;Статус@9;;;%IB220;A0_22
;Бракование канала@9;;;%IX220.0;A0_22
;Выход сигнала за верхнюю границу измерения инженерной величины@9;;;%IX220.1;A0_22
;Выход сигнала за нижнюю границу измерения инженерной величины@9;;;%IX220.2;A0_22
;Выход сигнала за верхнюю границу измерения электрической величины@9;;;%IX220.3;A0_22
;Выход сигнала за нижнюю границу измерения электрической величины@9;;;%IX220.4;A0_22
;Недостоверность канала по выходу за верхнюю границу АЦП@9;;;%IX220.5;A0_22
;Недостоверность канала по выходу за нижнюю границу АЦП@9;;;%IX220.6;A0_22
;Неисправность канала@9;;;%IX220.7;A0_22
Application.Crate_CU.arstAI[2].Inputs[11];Канал 11;;;%ID56;A0_22
;Значение@10;;;%ID56;A0_22
;Статус@10;;;%IB228;A0_22
;Бракование канала@10;;;%IX228.0;A0_22
;Выход сигнала за верхнюю границу измерения инженерной величины@10;;;%IX228.1;A0_22
;Выход сигнала за нижнюю границу измерения инженерной величины@10;;;%IX228.2;A0_22
;Выход сигнала за верхнюю границу измерения электрической величины@10;;;%IX228.3;A0_22
;Выход сигнала за нижнюю границу измерения электрической величины@10;;;%IX228.4;A0_22
;Недостоверность канала по выходу за верхнюю границу АЦП@10;;;%IX228.5;A0_22
;Недостоверность канала по выходу за нижнюю границу АЦП@10;;;%IX228.6;A0_22
;Неисправность канала@10;;;%IX228.7;A0_22
Application.Crate_CU.arstAI[2].Inputs[12];Канал 12;;;%ID58;A0_22
;Значение@11;;;%ID58;A0_22
;Статус@11;;;%IB236;A0_22
;Бракование канала@11;;;%IX236.0;A0_22
;Выход сигнала за верхнюю границу измерения инженерной величины@11;;;%IX236.1;A0_22
;Выход сигнала за нижнюю границу измерения инженерной величины@11;;;%IX236.2;A0_22
;Выход сигнала за верхнюю границу измерения электрической величины@11;;;%IX236.3;A0_22
;Выход сигнала за нижнюю границу измерения электрической величины@11;;;%IX236.4;A0_22
;Недостоверность канала по выходу за верхнюю границу АЦП@11;;;%IX236.5;A0_22
;Недостоверность канала по выходу за нижнюю границу АЦП@11;;;%IX236.6;A0_22
;Неисправность канала@11;;;%IX236.7;A0_22
Application.Crate_CU.arstAI[2].Inputs[13];Канал 13;;;%ID60;A0_22
;Значение@12;;;%ID60;A0_22
;Статус@12;;;%IB244;A0_22
;Бракование канала@12;;;%IX244.0;A0_22
;Выход сигнала за верхнюю границу измерения инженерной величины@12;;;%IX244.1;A0_22
;Выход сигнала за нижнюю границу измерения инженерной величины@12;;;%IX244.2;A0_22
;Выход сигнала за верхнюю границу измерения электрической величины@12;;;%IX244.3;A0_22
;Выход сигнала за нижнюю границу измерения электрической величины@12;;;%IX244.4;A0_22
;Недостоверность канала по выходу за верхнюю границу АЦП@12;;;%IX244.5;A0_22
;Недостоверность канала по выходу за нижнюю границу АЦП@12;;;%IX244.6;A0_22
;Неисправность канала@12;;;%IX244.7;A0_22
Application.Crate_CU.arstAI[2].Inputs[14];Канал 14;;;%ID62;A0_22
;Значение@13;;;%ID62;A0_22
;Статус@13;;;%IB252;A0_22
;Бракование канала@13;;;%IX252.0;A0_22
;Выход сигнала за верхнюю границу измерения инженерной величины@13;;;%IX252.1;A0_22
;Выход сигнала за нижнюю границу измерения инженерной величины@13;;;%IX252.2;A0_22
;Выход сигнала за верхнюю границу измерения электрической величины@13;;;%IX252.3;A0_22
;Выход сигнала за нижнюю границу измерения электрической величины@13;;;%IX252.4;A0_22
;Недостоверность канала по выходу за верхнюю границу АЦП@13;;;%IX252.5;A0_22
;Недостоверность канала по выходу за нижнюю границу АЦП@13;;;%IX252.6;A0_22
;Неисправность канала@13;;;%IX252.7;A0_22
Application.Crate_CU.arstAI[2].Inputs[15];Канал 15;;;%ID64;A0_22
;Значение@14;;;%ID64;A0_22
;Статус@14;;;%IB260;A0_22
;Бракование канала@14;;;%IX260.0;A0_22
;Выход сигнала за верхнюю границу измерения инженерной величины@14;;;%IX260.1;A0_22
;Выход сигнала за нижнюю границу измерения инженерной величины@14;;;%IX260.2;A0_22
;Выход сигнала за верхнюю границу измерения электрической величины@14;;;%IX260.3;A0_22
;Выход сигнала за нижнюю границу измерения электрической величины@14;;;%IX260.4;A0_22
;Недостоверность канала по выходу за верхнюю границу АЦП@14;;;%IX260.5;A0_22
;Недостоверность канала по выходу за нижнюю границу АЦП@14;;;%IX260.6;A0_22
;Неисправность канала@14;;;%IX260.7;A0_22
Application.Crate_CU.arstAI[2].Inputs[16];Канал 16;;;%ID66;A0_22
;Значение@15;;;%ID66;A0_22
;Статус@15;;;%IB268;A0_22
;Бракование канала@15;;;%IX268.0;A0_22
;Выход сигнала за верхнюю границу измерения инженерной величины@15;;;%IX268.1;A0_22
;Выход сигнала за нижнюю границу измерения инженерной величины@15;;;%IX268.2;A0_22
;Выход сигнала за верхнюю границу измерения электрической величины@15;;;%IX268.3;A0_22
;Выход сигнала за нижнюю границу измерения электрической величины@15;;;%IX268.4;A0_22
;Недостоверность канала по выходу за верхнюю границу АЦП@15;;;%IX268.5;A0_22
;Недостоверность канала по выходу за нижнюю границу АЦП@15;;;%IX268.6;A0_22
;Неисправность канала@15;;;%IX268.7;A0_22
Application.Crate_CU.arstAI[2].xHwError;HwError;;;%IX272.0;A0_22
Application.Crate_CU.xPPExternalOk_2;Наличие внешнего питания;;;%IX272.1;G0_12
Application.Crate_CU.xPPHwError_2;HwError;;;%IX272.2;G0_12
Application.Crate_CU.xOutLinkOk;Линк порта OUT;;;%IX272.3;A0_32
Application.Crate_CU.xOutHwError;HwError;;;%IX272.4;A0_32
Application.Crate_0.xCrateHwError;HwError;;;%IX272.5;Crate
Application.Crate_0.xInLinkOk;Линк порта IN;;;%IX272.6;A0_33
Application.Crate_0.xInHwError;HwError;;;%IX272.7;A0_33
Application.Crate_0.xPPExternalOk_1;Наличие внешнего питания;;;%IX273.0;G0_13
Application.Crate_0.xPPHwError_1;HwError;;;%IX273.1;G0_13
Application.Crate_0.arstDI[1].Inputs;Дискретные входы;;;%ID69;A0_23
;Bit0;;;%IX276.0;A0_23
;Bit1;;;%IX276.1;A0_23
;Bit2;;;%IX276.2;A0_23
;Bit3;;;%IX276.3;A0_23
;Bit4;;;%IX276.4;A0_23
;Bit5;;;%IX276.5;A0_23
;Bit6;;;%IX276.6;A0_23
;Bit7;;;%IX276.7;A0_23
;Bit8;;;%IX277.0;A0_23
;Bit9;;;%IX277.1;A0_23
;Bit10;;;%IX277.2;A0_23
;Bit11;;;%IX277.3;A0_23
;Bit12;;;%IX277.4;A0_23
;Bit13;;;%IX277.5;A0_23
;Bit14;;;%IX277.6;A0_23
;Bit15;;;%IX277.7;A0_23
;Bit16;;;%IX278.0;A0_23
;Bit17;;;%IX278.1;A0_23
;Bit18;;;%IX278.2;A0_23
;Bit19;;;%IX278.3;A0_23
;Bit20;;;%IX278.4;A0_23
;Bit21;;;%IX278.5;A0_23
;Bit22;;;%IX278.6;A0_23
;Bit23;;;%IX278.7;A0_23
;Bit24;;;%IX279.0;A0_23
;Bit25;;;%IX279.1;A0_23
;Bit26;;;%IX279.2;A0_23
;Bit27;;;%IX279.3;A0_23
;Bit28;;;%IX279.4;A0_23
;Bit29;;;%IX279.5;A0_23
;Bit30;;;%IX279.6;A0_23
;Bit31;;;%IX279.7;A0_23
Application.Crate_0.arstDI[1].xHwError;HwError;;;%IX280.0;A0_23
Application.Crate_0.arstDI[2].Inputs;Дискретные входы;;;%ID71;A0_24
;Bit0;;;%IX284.0;A0_24
;Bit1;;;%IX284.1;A0_24
;Bit2;;;%IX284.2;A0_24
;Bit3;;;%IX284.3;A0_24
;Bit4;;;%IX284.4;A0_24
;Bit5;;;%IX284.5;A0_24
;Bit6;;;%IX284.6;A0_24
;Bit7;;;%IX284.7;A0_24
;Bit8;;;%IX285.0;A0_24
